project_id,category,location,project_cost,planned_duration_months,planned_progress,actual_progress,progress_deviation,expenditure_percentage,cost_progress_ratio,resource_availability,material_availability,workforce_availability,contractor_performance,delay_days,milestone_completion_rate,change_requests,weather_impact,previous_delay_count,risk_history,risk_level,predicted_delay_months,predicted_cost_overrun_percentage
PRJ-5552,Railway,Tamil Nadu,6877.5,38,87.6,64.1,23.5,82.6,1.289,43.1,38.4,41.0,37.8,108,70.3,5,6.3,3,7.4,CRITICAL,14.6,24.0
PRJ-5553,Irrigation,West Bengal,1562.27,33,32.8,26.4,6.4,29.6,1.121,73.7,82.8,72.1,72.6,33,80.4,1,3.4,1,2.6,MEDIUM,2.2,6.1
PRJ-5554,Railway,Kerala,5626.83,41,55.7,50.3,5.4,52.0,1.034,82.5,82.1,78.5,74.1,37,86.9,2,3.2,0,2.7,MEDIUM,1.4,8.0
PRJ-5555,Metro,Andhra Pradesh,2977.27,49,70.6,44.1,26.5,58.6,1.329,50.1,48.7,39.6,50.7,121,58.3,6,7.8,4,8.3,CRITICAL,9.5,26.6
PRJ-5556,Water Supply,Maharashtra,1815.76,32,69.0,66.6,2.4,71.0,1.066,84.4,79.9,77.6,77.5,28,95.0,4,2.8,0,4.2,MEDIUM,3.0,3.8
PRJ-5557,Airport,Uttar Pradesh,10687.8,71,57.5,23.6,33.9,31.5,1.335,38.1,37.1,39.0,43.7,95,39.6,4,8.8,3,7.3,CRITICAL,15.0,21.2
PRJ-5558,Urban Development,West Bengal,537.96,39,54.1,17.5,36.6,24.1,1.377,50.6,49.9,39.6,49.3,165,29.1,6,9.1,2,9.4,CRITICAL,16.0,24.6
PRJ-5559,Water Supply,Odisha,333.16,23,33.1,26.8,6.3,28.7,1.071,84.1,76.6,82.3,82.2,33,80.0,1,4.0,0,4.0,MEDIUM,2.2,5.6
PRJ-5560,Irrigation,Kerala,467.57,30,31.8,30.3,1.5,31.8,1.05,83.4,78.8,80.4,81.9,24,93.3,2,4.8,1,3.2,MEDIUM,2.5,7.8
PRJ-5561,Metro,Uttarakhand,3451.4,55,63.3,34.7,28.6,45.0,1.297,38.2,45.5,35.7,44.7,152,58.8,4,8.8,5,7.1,CRITICAL,9.5,29.3
PRJ-5562,Bridge,Gujarat,1409.77,36,77.2,57.3,19.9,75.9,1.325,59.7,58.3,63.7,65.7,89,78.4,7,5.2,3,5.5,HIGH,6.4,16.8
PRJ-5563,Water Supply,Maharashtra,240.85,26,20.4,20.4,0.0,20.7,1.015,89.4,96.2,90.3,95.1,2,100.0,0,0.7,0,1.1,LOW,0.1,0.4
PRJ-5564,Urban Development,Delhi NCR,219.75,22,72.2,68.7,3.5,76.8,1.118,74.2,77.0,77.2,79.9,41,95.9,3,2.9,1,3.8,MEDIUM,2.1,7.7
PRJ-5565,Irrigation,Karnataka,435.36,32,49.8,29.4,20.4,36.5,1.241,58.6,62.5,69.9,66.8,45,60.9,4,6.2,2,7.2,HIGH,4.8,14.5
PRJ-5566,Airport,Rajasthan,1980.88,37,79.4,77.9,1.5,77.5,0.995,77.4,73.8,75.1,74.2,29,91.8,0,2.2,1,2.9,MEDIUM,3.1,5.8
PRJ-5567,Power Infrastructure,Delhi NCR,2115.33,45,88.0,67.2,20.8,85.1,1.266,45.4,37.5,52.3,38.2,215,77.6,5,6.2,2,9.4,CRITICAL,9.5,30.2
PRJ-5568,Metro,Telangana,10049.83,48,88.4,88.4,0.0,89.8,1.016,94.5,89.8,96.1,96.4,3,100.0,0,2.0,0,1.6,LOW,0.3,0.8
PRJ-5569,Metro,Uttar Pradesh,7596.15,45,38.8,37.3,1.5,39.3,1.054,80.1,81.1,74.9,70.8,23,96.3,2,2.2,1,2.7,MEDIUM,2.6,5.6
PRJ-5570,Irrigation,Telangana,154.89,30,74.2,51.9,22.3,63.3,1.22,48.6,41.5,55.0,51.7,156,70.8,3,7.8,5,7.0,CRITICAL,8.3,24.5
PRJ-5571,Urban Development,Gujarat,1110.19,32,40.2,16.2,24.0,19.1,1.179,44.1,38.4,39.9,42.3,117,42.1,2,8.1,5,8.7,CRITICAL,14.7,26.1
PRJ-5572,Airport,Jammu & Kashmir,6520.08,34,45.5,21.8,23.7,27.9,1.28,49.4,45.1,52.7,42.1,203,50.6,8,7.8,3,7.2,CRITICAL,8.7,20.7
PRJ-5573,Bridge,Jammu & Kashmir,1153.68,33,67.8,65.5,2.3,70.6,1.078,83.5,73.1,76.0,81.3,39,95.1,4,2.3,0,4.0,MEDIUM,3.7,5.8
PRJ-5574,Airport,Assam,9030.91,50,50.1,50.1,0.0,53.6,1.07,98.0,88.6,98.1,90.9,2,96.9,2,1.8,0,1.0,LOW,0.3,1.3
PRJ-5575,Highway,Andhra Pradesh,1141.39,55,26.8,26.8,0.0,27.9,1.041,90.0,93.7,89.7,89.1,2,100.0,2,1.0,0,1.2,LOW,0.0,1.8
PRJ-5576,Metro,West Bengal,2154.3,62,68.8,34.8,34.0,46.7,1.342,45.7,51.7,36.2,34.1,204,50.4,4,6.6,3,7.5,CRITICAL,11.7,28.1
PRJ-5577,Bridge,Uttar Pradesh,1099.11,47,67.1,66.3,0.8,67.3,1.015,93.5,94.7,91.7,97.1,0,97.0,0,1.1,0,1.9,LOW,0.1,0.0
PRJ-5578,Metro,Jammu & Kashmir,8538.24,68,55.8,32.9,22.9,41.1,1.249,53.9,44.5,50.9,44.1,125,60.1,3,7.8,5,8.9,CRITICAL,7.5,21.6
PRJ-5579,Water Supply,Telangana,2511.04,42,31.4,31.4,0.0,30.1,0.959,94.6,90.9,95.4,95.1,0,92.4,1,2.5,0,2.0,LOW,0.3,1.1
PRJ-5580,Metro,Maharashtra,3540.02,38,81.5,72.3,9.2,85.3,1.18,65.3,65.9,65.1,58.1,80,87.6,9,4.8,1,6.8,HIGH,4.4,12.7
PRJ-5581,Urban Development,Assam,1542.45,29,80.2,78.4,1.8,79.5,1.014,90.5,88.8,93.5,89.2,0,100.0,0,2.5,0,0.5,LOW,0.2,1.6
PRJ-5582,Irrigation,Odisha,582.41,25,90.4,70.7,19.7,86.9,1.229,42.3,32.3,46.1,44.7,166,77.4,6,8.8,2,9.0,CRITICAL,11.8,33.8
PRJ-5583,Power Infrastructure,Kerala,1027.08,45,81.7,81.7,0.0,79.4,0.972,93.6,97.7,99.5,85.4,2,100.0,0,2.3,0,1.8,LOW,0.1,1.4
PRJ-5584,Water Supply,Assam,653.83,20,39.0,14.6,24.4,18.6,1.274,36.4,35.7,42.5,47.7,179,33.7,4,7.2,5,7.1,CRITICAL,10.2,33.6
PRJ-5585,Railway,Uttarakhand,1516.26,49,21.9,21.9,0.0,22.0,1.005,98.3,90.2,92.9,91.7,1,100.0,1,3.7,0,1.2,LOW,0.7,1.3
PRJ-5586,Airport,Telangana,5540.2,24,25.5,15.7,9.8,18.4,1.172,61.8,56.3,65.2,67.5,89,61.5,5,3.5,2,6.4,HIGH,6.4,13.8
PRJ-5587,Bridge,Himachal Pradesh,521.54,28,79.1,77.1,2.0,78.2,1.014,81.8,73.4,85.4,76.1,42,97.7,2,3.0,1,3.5,MEDIUM,2.3,7.5
PRJ-5588,Water Supply,Gujarat,1068.81,33,26.0,25.2,0.8,25.1,0.996,89.4,94.6,89.0,92.1,3,99.2,0,2.1,0,1.2,LOW,0.2,1.5
PRJ-5589,Metro,Andhra Pradesh,1748.32,54,26.9,12.1,14.8,13.2,1.091,64.4,52.5,67.6,68.5,67,48.9,1,4.3,3,6.2,HIGH,6.3,14.4
PRJ-5590,Highway,Telangana,605.47,46,36.5,7.8,28.7,10.5,1.346,51.6,47.0,46.7,50.6,149,18.4,8,7.0,5,8.9,CRITICAL,10.8,27.7
PRJ-5591,Power Infrastructure,Bihar,2891.76,30,83.1,81.6,1.5,79.3,0.972,92.6,90.3,94.5,92.9,2,100.0,0,0.9,0,1.4,LOW,0.4,0.6
PRJ-5592,Metro,Delhi NCR,4288.92,52,60.1,57.9,2.2,60.4,1.043,89.7,96.4,98.5,93.2,1,94.4,1,1.4,0,1.6,LOW,0.0,2.1
PRJ-5593,Power Infrastructure,Telangana,1865.55,34,44.2,44.2,0.0,47.0,1.063,97.3,91.7,89.3,89.1,1,95.8,1,1.7,0,1.5,LOW,0.4,1.9
PRJ-5594,Metro,West Bengal,9915.63,33,32.4,2.7,29.7,5.0,1.852,48.0,32.9,44.9,51.1,142,15.0,6,8.4,3,9.2,CRITICAL,12.3,28.4
PRJ-5595,Bridge,West Bengal,4221.84,44,62.0,60.8,1.2,62.6,1.03,90.8,96.3,90.0,96.5,0,100.0,1,1.1,0,1.2,LOW,0.4,0.3
PRJ-5596,Highway,Kerala,2155.45,55,78.2,73.3,4.9,75.2,1.026,76.0,82.9,82.0,82.3,28,92.3,1,3.4,0,3.0,MEDIUM,2.2,3.6
PRJ-5597,Railway,Karnataka,3656.63,45,43.3,38.7,4.6,38.1,0.984,73.4,73.4,81.6,81.7,38,89.4,0,4.3,0,3.6,MEDIUM,2.3,7.6
PRJ-5598,Water Supply,Odisha,285.19,26,45.5,20.0,25.5,25.9,1.295,41.7,42.9,44.0,34.5,266,47.3,8,8.9,2,7.5,CRITICAL,8.2,26.6
PRJ-5599,Metro,Uttar Pradesh,5178.92,62,68.7,39.2,29.5,54.7,1.395,42.1,44.8,49.1,39.5,217,60.6,8,7.5,5,7.3,CRITICAL,8.7,25.6
PRJ-5600,Railway,Kerala,4987.54,44,26.7,9.2,17.5,10.7,1.163,64.5,60.7,62.4,66.9,109,37.2,4,4.9,3,6.5,HIGH,6.5,10.1
PRJ-5601,Power Infrastructure,Bihar,588.58,25,49.7,42.4,7.3,46.6,1.099,72.5,72.9,74.3,76.9,30,88.8,3,3.9,1,3.3,MEDIUM,1.8,6.6
PRJ-5602,Highway,Gujarat,3974.56,40,90.9,62.3,28.6,85.0,1.364,48.8,46.2,53.9,51.3,131,71.3,11,9.4,3,7.2,CRITICAL,9.1,22.7
PRJ-5603,Urban Development,Andhra Pradesh,343.31,26,71.8,59.2,12.6,67.2,1.135,65.1,64.0,54.0,57.4,63,75.8,3,6.7,2,5.9,HIGH,5.3,13.3
PRJ-5604,Water Supply,Karnataka,168.83,20,82.7,67.7,15.0,80.8,1.194,63.4,53.9,66.5,60.2,84,87.2,3,6.1,2,5.9,HIGH,5.6,13.2
PRJ-5605,Water Supply,Rajasthan,886.65,25,82.8,65.3,17.5,78.9,1.208,68.6,67.7,67.4,68.6,75,74.5,5,6.0,2,5.2,HIGH,6.5,13.0
PRJ-5606,Highway,Gujarat,1812.74,18,91.0,90.6,0.4,92.9,1.025,89.3,93.7,90.0,97.2,6,100.0,1,2.2,0,1.7,LOW,0.0,2.7
PRJ-5607,Bridge,Assam,6432.44,33,47.9,30.5,17.4,36.8,1.207,57.0,60.1,61.1,58.3,74,63.7,1,6.5,1,5.8,HIGH,5.0,15.9
PRJ-5608,Power Infrastructure,Telangana,775.83,30,66.5,48.5,18.0,59.8,1.233,37.2,44.7,44.1,39.5,183,74.4,4,5.9,4,9.1,CRITICAL,10.0,30.7
PRJ-5609,Metro,Assam,1916.85,39,71.2,69.0,2.2,71.5,1.036,83.2,83.7,84.6,74.6,50,98.6,3,3.7,0,3.1,MEDIUM,1.7,7.6
PRJ-5610,Railway,Delhi NCR,1857.95,29,43.9,33.5,10.4,37.6,1.122,63.5,58.4,63.4,57.5,76,77.3,3,4.7,1,5.3,HIGH,6.7,15.8
PRJ-5611,Water Supply,Madhya Pradesh,817.47,27,73.1,65.1,8.0,75.0,1.152,83.9,75.0,79.1,74.8,22,86.4,2,1.8,1,3.6,MEDIUM,2.2,6.8
PRJ-5612,Power Infrastructure,Kerala,3609.4,28,84.4,82.7,1.7,90.9,1.099,79.6,72.5,72.1,82.2,34,100.0,2,4.6,1,3.8,MEDIUM,2.8,4.3
PRJ-5613,Highway,Gujarat,652.78,32,22.1,2.0,20.1,5.0,2.5,46.5,47.4,47.6,49.5,156,15.0,7,8.0,4,7.3,CRITICAL,8.9,31.5
PRJ-5614,Railway,Tamil Nadu,4633.18,24,56.7,55.9,0.8,60.3,1.079,93.5,91.4,88.8,90.7,2,100.0,0,2.0,0,1.7,LOW,0.2,2.0
PRJ-5615,Railway,Jammu & Kashmir,2699.59,38,77.6,75.7,1.9,76.7,1.013,91.8,90.1,93.8,90.0,0,99.8,2,2.7,0,1.3,LOW,0.1,3.6
PRJ-5616,Urban Development,Rajasthan,1164.0,33,28.2,27.9,0.3,27.6,0.989,96.9,97.5,96.0,93.4,5,100.0,1,1.6,0,1.5,LOW,0.2,0.5
PRJ-5617,Highway,Jammu & Kashmir,1182.59,24,87.8,81.9,5.9,90.4,1.104,78.1,73.1,78.4,79.7,39,95.4,3,3.6,0,4.1,MEDIUM,2.2,7.4
PRJ-5618,Airport,Gujarat,6132.19,33,24.2,21.2,3.0,21.4,1.009,82.0,79.2,86.3,76.6,24,87.3,1,3.2,0,4.3,MEDIUM,3.0,7.5
PRJ-5619,Metro,Assam,2605.65,72,65.5,63.3,2.2,69.7,1.101,79.9,81.2,79.0,77.0,20,93.7,4,5.8,1,4.4,MEDIUM,2.7,8.9
PRJ-5620,Power Infrastructure,Odisha,9178.85,31,69.7,63.3,6.4,68.9,1.088,74.0,75.5,79.4,81.8,32,89.1,2,2.0,1,3.2,MEDIUM,2.8,2.5
PRJ-5621,Airport,Karnataka,11278.91,52,85.1,79.8,5.3,83.2,1.043,78.3,80.1,79.0,73.3,21,96.5,1,2.8,1,3.7,MEDIUM,1.2,7.6
PRJ-5622,Railway,Andhra Pradesh,2839.63,44,37.8,7.5,30.3,9.7,1.293,44.1,42.0,54.7,38.9,204,18.4,3,6.7,2,7.0,CRITICAL,13.9,28.9
PRJ-5623,Railway,Himachal Pradesh,1235.08,47,90.8,81.3,9.5,90.7,1.116,76.2,77.5,73.1,78.7,33,91.7,2,5.7,1,4.0,MEDIUM,2.7,9.9
PRJ-5624,Metro,Assam,1221.75,37,67.7,61.6,6.1,66.9,1.086,74.4,76.9,72.0,77.3,23,93.9,2,5.3,0,3.8,MEDIUM,2.8,8.5
PRJ-5625,Highway,Assam,3532.38,39,54.8,48.6,6.2,54.6,1.123,83.6,79.8,81.6,73.2,47,84.3,3,3.2,0,3.7,MEDIUM,3.4,6.1
PRJ-5626,Urban Development,Himachal Pradesh,526.86,25,39.6,39.6,0.0,39.3,0.992,95.9,94.6,90.8,93.8,0,96.8,0,3.3,0,0.5,LOW,0.3,1.9
PRJ-5627,Urban Development,Jammu & Kashmir,836.92,32,79.2,73.6,5.6,72.6,0.986,81.4,82.3,85.7,79.0,20,88.3,0,2.6,0,4.0,MEDIUM,2.1,7.8
PRJ-5628,Railway,Uttarakhand,7835.72,38,80.4,80.1,0.3,80.8,1.009,98.1,91.9,96.2,88.1,2,95.5,0,3.8,0,0.6,LOW,0.6,2.7
PRJ-5629,Urban Development,Gujarat,1381.94,16,29.0,29.0,0.0,29.9,1.031,94.8,89.1,94.6,92.5,0,100.0,0,0.6,0,0.9,LOW,0.3,0.9
PRJ-5630,Bridge,Gujarat,2833.29,47,37.8,25.6,12.2,30.0,1.172,66.0,57.6,65.2,68.0,93,66.2,3,5.3,1,5.2,HIGH,5.1,19.1
PRJ-5631,Metro,Bihar,3749.92,53,73.7,66.0,7.7,71.3,1.08,80.8,74.7,79.8,76.7,31,90.9,0,4.0,1,2.5,MEDIUM,2.3,9.2
PRJ-5632,Highway,Himachal Pradesh,1882.86,33,43.4,41.9,1.5,43.4,1.036,77.0,79.5,76.6,73.2,29,93.9,2,3.1,0,3.2,MEDIUM,2.6,6.3
PRJ-5633,Power Infrastructure,Andhra Pradesh,2363.69,39,20.8,16.1,4.7,17.0,1.056,83.5,78.6,85.4,75.8,28,75.3,1,4.2,0,4.5,MEDIUM,3.1,4.8
PRJ-5634,Railway,Uttar Pradesh,3423.2,42,77.9,72.2,5.7,73.0,1.011,77.0,71.6,72.7,79.3,33,90.0,1,2.5,1,3.5,MEDIUM,3.3,5.9
PRJ-5635,Metro,West Bengal,5880.27,24,49.7,39.6,10.1,43.7,1.104,60.2,64.4,68.5,63.7,98,82.5,0,3.3,3,5.9,HIGH,4.6,14.4
PRJ-5636,Metro,Tamil Nadu,3732.53,52,44.3,32.8,11.5,35.6,1.085,73.9,76.2,81.5,81.8,37,70.8,1,2.9,1,3.5,MEDIUM,2.9,3.7
PRJ-5637,Urban Development,Madhya Pradesh,224.46,33,44.5,40.7,3.8,41.7,1.025,79.3,80.9,80.7,70.2,26,90.7,0,1.6,1,2.8,MEDIUM,2.3,4.3
PRJ-5638,Highway,Tamil Nadu,2594.02,37,43.7,42.9,0.8,43.6,1.016,98.2,88.3,96.1,96.6,1,96.1,0,0.4,0,1.2,LOW,0.0,0.7
PRJ-5639,Railway,Uttarakhand,1403.2,25,91.1,75.0,16.1,92.9,1.239,56.0,64.0,66.6,61.6,91,77.2,4,5.9,2,6.4,HIGH,6.3,13.3
PRJ-5640,Airport,Kerala,4230.0,76,86.6,86.2,0.4,86.8,1.007,94.8,92.6,88.3,96.2,3,94.4,1,2.1,0,1.9,LOW,0.0,1.7
PRJ-5641,Urban Development,Bihar,760.84,35,68.5,61.0,7.5,65.0,1.066,79.0,81.3,85.5,73.2,31,87.8,4,3.7,0,4.2,MEDIUM,2.5,8.0
PRJ-5642,Water Supply,Maharashtra,501.33,27,88.1,88.1,0.0,87.9,0.998,89.2,98.1,89.7,88.6,2,98.4,0,1.0,0,0.7,LOW,0.4,1.3
PRJ-5643,Bridge,Telangana,940.43,32,86.1,86.1,0.0,83.6,0.971,98.1,92.5,94.3,92.7,5,99.1,0,1.5,0,1.2,LOW,0.2,0.5
PRJ-5644,Highway,Uttarakhand,7444.27,35,85.2,84.2,1.0,80.5,0.956,90.6,87.9,94.6,94.3,0,96.5,1,3.4,0,2.2,LOW,0.0,0.5
PRJ-5645,Airport,Himachal Pradesh,7133.29,43,42.5,34.2,8.3,37.8,1.105,84.4,71.0,83.2,82.2,31,77.8,2,5.3,1,3.3,MEDIUM,2.5,5.4
PRJ-5646,Power Infrastructure,Karnataka,1724.94,41,33.8,32.3,1.5,31.8,0.985,75.5,76.1,76.8,74.1,33,99.5,2,4.3,0,4.0,MEDIUM,2.1,5.4
PRJ-5647,Power Infrastructure,Andhra Pradesh,4766.92,47,27.4,2.4,25.0,5.0,2.083,47.9,35.5,53.8,45.1,204,15.0,5,7.8,3,7.4,CRITICAL,11.8,25.5
PRJ-5648,Urban Development,Kerala,327.87,36,50.3,36.2,14.1,41.0,1.133,69.9,58.1,63.5,61.4,45,76.1,2,6.1,1,6.7,HIGH,5.0,14.3
PRJ-5649,Urban Development,Uttarakhand,152.47,22,21.4,7.8,13.6,9.5,1.218,62.9,58.4,68.5,60.0,68,30.9,4,8.0,3,7.1,HIGH,6.2,15.1
PRJ-5650,Bridge,Gujarat,1168.02,23,60.4,57.1,3.3,58.7,1.028,84.4,70.9,80.0,74.6,19,98.7,1,2.4,0,3.0,MEDIUM,2.7,6.0
PRJ-5651,Highway,Rajasthan,1491.07,40,75.6,46.2,29.4,58.9,1.275,36.0,37.9,49.0,52.8,181,61.8,4,5.9,5,8.5,CRITICAL,10.9,37.6
PRJ-5652,Highway,West Bengal,1887.91,31,47.0,43.7,3.3,45.0,1.03,75.1,70.1,80.6,78.6,26,93.7,0,3.7,0,4.2,MEDIUM,3.5,5.8
PRJ-5653,Metro,Telangana,3704.96,43,82.7,82.6,0.1,83.4,1.01,89.3,98.8,94.9,89.1,0,100.0,0,1.5,0,1.2,LOW,0.0,0.3
PRJ-5654,Bridge,Karnataka,591.26,35,37.3,19.1,18.2,23.6,1.236,66.3,56.1,56.4,61.4,96,51.8,5,5.3,3,5.9,HIGH,6.2,13.4
PRJ-5655,Urban Development,West Bengal,447.01,30,53.7,35.9,17.8,43.3,1.206,60.2,65.2,67.7,55.1,89,65.9,3,6.2,3,6.3,HIGH,4.7,11.4
PRJ-5656,Irrigation,Madhya Pradesh,1648.23,14,38.7,38.7,0.0,40.1,1.036,98.7,88.6,91.8,92.7,3,100.0,1,0.6,0,0.8,LOW,0.3,2.3
PRJ-5657,Metro,Odisha,3518.77,38,67.1,66.1,1.0,65.4,0.989,92.0,86.6,95.0,96.2,5,96.6,0,0.3,0,1.4,LOW,0.1,1.9
PRJ-5658,Railway,Himachal Pradesh,5448.09,82,53.1,53.1,0.0,53.3,1.004,96.9,93.8,89.1,94.2,2,95.9,0,3.5,0,0.9,LOW,0.0,0.7
PRJ-5659,Airport,Madhya Pradesh,4169.21,72,65.0,32.5,32.5,43.1,1.326,48.0,46.3,35.5,32.0,167,49.8,4,7.8,4,7.6,CRITICAL,11.6,22.4
PRJ-5660,Water Supply,Bihar,832.41,31,91.7,73.8,17.9,87.2,1.182,69.3,55.1,66.0,68.9,69,81.9,2,5.0,1,5.4,HIGH,7.0,11.7
PRJ-5661,Water Supply,Delhi NCR,680.34,23,23.8,9.8,14.0,10.5,1.071,64.8,66.4,58.0,59.7,77,42.0,3,3.3,2,6.0,HIGH,5.3,14.1
PRJ-5662,Railway,Madhya Pradesh,3199.07,67,51.7,51.5,0.2,50.8,0.986,89.3,98.2,95.7,90.5,2,100.0,1,0.6,0,1.5,LOW,0.0,1.7
PRJ-5663,Water Supply,Karnataka,286.17,24,60.2,59.5,0.7,63.9,1.074,92.6,93.0,95.0,95.8,1,97.1,0,1.1,0,1.3,LOW,0.0,0.3
PRJ-5664,Urban Development,West Bengal,1023.05,19,85.7,69.7,16.0,82.3,1.181,61.0,56.1,68.3,65.9,77,81.5,4,4.9,3,6.3,HIGH,7.3,15.3
PRJ-5665,Railway,Madhya Pradesh,1562.85,39,25.3,2.0,23.3,5.0,2.5,38.0,38.5,35.2,49.7,90,15.0,4,8.7,3,7.1,CRITICAL,13.5,26.2
PRJ-5666,Bridge,Kerala,491.36,39,91.2,86.4,4.8,94.1,1.089,77.6,72.5,78.3,83.0,46,91.5,2,3.4,0,4.1,MEDIUM,2.4,5.3
PRJ-5667,Urban Development,Bihar,180.51,29,71.3,51.4,19.9,67.0,1.304,41.4,47.4,43.4,38.6,150,74.0,8,8.9,4,7.6,CRITICAL,11.4,24.7
PRJ-5668,Water Supply,Karnataka,664.78,16,20.0,19.8,0.2,19.2,0.97,96.0,91.6,88.2,94.3,8,94.5,0,0.5,0,0.5,LOW,0.0,0.7
PRJ-5669,Irrigation,Odisha,368.99,39,31.2,16.4,14.8,18.3,1.116,70.4,59.3,67.0,63.5,65,54.3,3,4.9,1,5.3,HIGH,5.5,14.2
PRJ-5670,Water Supply,Maharashtra,2756.97,33,77.5,56.9,20.6,67.8,1.192,47.3,40.5,43.3,37.1,157,74.2,3,5.9,2,9.2,CRITICAL,13.3,23.8
PRJ-5671,Bridge,Tamil Nadu,1313.73,31,75.5,73.6,1.9,72.7,0.988,89.0,95.8,88.9,97.5,0,100.0,0,2.1,0,1.5,LOW,0.5,3.0
PRJ-5672,Airport,Gujarat,4773.21,40,31.2,18.1,13.1,19.6,1.083,67.8,67.8,55.7,61.4,66,58.0,2,4.4,2,6.5,HIGH,5.4,13.7
PRJ-5673,Urban Development,Gujarat,520.39,34,29.2,29.2,0.0,28.9,0.99,93.5,91.6,93.8,88.4,1,97.9,0,2.0,0,1.1,LOW,0.3,0.8
PRJ-5674,Urban Development,Odisha,152.79,21,62.7,51.8,10.9,64.9,1.253,63.5,60.8,65.4,65.1,80,82.0,8,5.2,2,5.1,HIGH,5.7,14.9
PRJ-5675,Railway,Andhra Pradesh,22297.12,34,20.7,20.7,0.0,22.2,1.072,95.8,91.2,99.0,95.1,3,97.6,0,1.4,0,1.9,LOW,0.1,2.0
PRJ-5676,Railway,Kerala,3052.67,62,32.9,25.8,7.1,28.7,1.112,83.6,84.2,74.1,70.6,43,80.7,2,4.7,0,3.1,MEDIUM,2.5,9.3
PRJ-5677,Irrigation,Madhya Pradesh,662.76,32,55.3,37.5,17.8,42.6,1.136,60.3,61.5,68.4,64.0,103,67.0,1,4.2,2,6.1,HIGH,4.8,17.2
PRJ-5678,Metro,Rajasthan,12094.65,47,90.3,75.4,14.9,86.0,1.141,66.3,61.5,66.9,64.2,88,84.3,3,4.1,2,6.9,HIGH,3.9,11.4
PRJ-5679,Airport,Maharashtra,1344.83,46,48.6,46.7,1.9,46.1,0.987,96.2,91.6,89.1,91.6,2,95.8,0,0.8,0,0.8,LOW,0.4,1.4
PRJ-5680,Railway,Assam,3807.68,59,86.8,64.0,22.8,79.6,1.244,69.5,68.8,66.3,59.0,68,71.9,4,4.7,2,5.8,HIGH,6.1,15.4
PRJ-5681,Bridge,Assam,1725.41,26,33.5,32.3,1.2,33.6,1.04,92.4,89.1,99.3,95.1,0,99.2,0,3.1,0,1.7,LOW,0.3,1.5
PRJ-5682,Railway,Gujarat,1207.96,54,61.3,59.7,1.6,61.9,1.037,90.1,92.9,98.7,87.9,0,98.0,2,0.6,0,1.9,LOW,0.1,0.6
PRJ-5683,Metro,Uttarakhand,1363.17,52,78.7,78.7,0.0,83.7,1.064,90.4,92.6,99.9,85.6,5,96.1,0,2.6,0,0.5,LOW,0.5,1.0
PRJ-5684,Airport,Jammu & Kashmir,8266.7,32,77.6,76.1,1.5,77.1,1.013,85.4,81.4,75.1,80.9,36,97.6,1,4.3,1,4.7,MEDIUM,2.7,6.1
PRJ-5685,Railway,Uttarakhand,2530.78,37,48.2,47.9,0.3,49.2,1.027,88.0,94.5,92.9,91.6,0,100.0,0,1.9,0,1.8,LOW,0.3,0.6
PRJ-5686,Irrigation,Telangana,325.96,30,47.3,43.5,3.8,45.4,1.044,79.2,71.7,79.8,81.0,27,86.1,1,2.5,1,4.0,MEDIUM,2.1,6.6
PRJ-5687,Urban Development,Madhya Pradesh,1222.22,28,46.5,45.9,0.6,47.8,1.041,93.2,95.0,95.9,86.9,1,95.9,0,2.3,0,0.6,LOW,0.3,1.6
PRJ-5688,Railway,Uttar Pradesh,9030.7,73,56.9,45.6,11.3,51.5,1.129,58.7,59.9,58.0,60.5,71,78.5,4,4.6,2,6.4,HIGH,5.0,13.8
PRJ-5689,Metro,Andhra Pradesh,25283.2,49,50.9,23.1,27.8,31.8,1.377,35.4,33.5,45.9,41.5,116,47.3,10,9.2,4,9.4,CRITICAL,14.2,22.9
PRJ-5690,Water Supply,Bihar,154.77,20,29.2,29.2,0.0,29.3,1.003,94.0,88.2,98.4,87.6,3,100.0,1,1.7,0,1.9,LOW,0.0,1.1
PRJ-5691,Irrigation,Himachal Pradesh,2037.46,32,40.6,24.7,15.9,29.6,1.198,56.2,58.9,64.9,56.5,67,59.3,4,7.7,2,5.5,HIGH,7.8,14.1
PRJ-5692,Urban Development,Assam,248.01,20,38.4,38.2,0.2,37.9,0.992,98.5,95.4,98.1,97.9,5,100.0,0,4.1,0,1.9,LOW,0.1,2.0
PRJ-5693,Power Infrastructure,Karnataka,4141.06,18,30.9,23.8,7.1,25.4,1.067,81.7,81.7,83.3,80.2,33,76.7,1,2.6,0,4.8,MEDIUM,3.3,4.8
PRJ-5694,Airport,Maharashtra,4751.9,44,55.9,50.6,5.3,55.1,1.089,84.2,82.3,74.9,76.8,36,89.8,3,3.0,1,3.6,MEDIUM,1.8,5.2
PRJ-5695,Urban Development,Karnataka,817.58,19,81.9,79.3,2.6,84.6,1.067,82.6,84.4,85.2,77.0,39,95.0,2,2.1,1,4.5,MEDIUM,3.1,6.5
PRJ-5696,Metro,Karnataka,1595.41,38,56.7,27.3,29.4,36.7,1.344,42.5,49.6,45.5,46.5,130,44.3,9,8.9,2,8.1,CRITICAL,16.8,27.8
PRJ-5697,Water Supply,Madhya Pradesh,387.89,30,65.8,59.8,6.0,65.8,1.1,82.4,71.8,72.5,74.6,31,98.0,3,4.4,1,4.7,MEDIUM,2.4,7.9
